OrderID,OrderDate,Quantity,UnitPrice,TotalPrice,Discount_Applied,PaymentMethod,ProductID,ProductName,ProductCategory,SKU,CustomerID,CustomerName,CustomerEmail,CustomerPhone,BillingAddress,ShippingCity,ShippingState,ShippingCountry,SalesRepID,SalesRepName,Region,SalesChannel,LeadSource,OrderStatus,ShippingDate,ShippingMethod,WarehouseCode,Notes,COGS_Percentage,Lead_Source
859719,2022-11-11,2,"$1,301.74","$2,212.96",0.15,PayPal,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,ELEC,SKU-4544,9e53850d-4e57-4efc-b41b-80e3d341a92a,Huffman PLC,erin26@example.net,001-234-772-2861x8775,"883 Stevens Spring Apt. 924
Port Charlesfort, AK 84365",Marshallton,PA,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Direct,Trade Show,Cancelled,2022-11-15,Standard,WH-002,,0.7,
823676,2024-10-14,One,"$1,044.24","$2,088.48",0.0,Credit Card,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,electronics,SKU-9010,e36c273e-0c1f-4b61-a474-513ad87f63f5,Haynes-Hines,gerald06@example.com,451.822.8730x6688,"52035 Tristan Alley Apt. 107
South John, IA 51491",North Raymondview,NV,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,North America,Reseller,Web,Shipped,2024-10-26,Express,WH-009,,0.61,
877273,2023-12-07,1,$913.83,$822.45,0.1,Bank Transfer,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,office_supplies,SKU-1334,c60ace29-d811-40d7-bf3e-1b81a5328156,Moss Ltd,benjamin19@example.org,001-429-363-7023x57447,"1578 Sarah Drive Apt. 127
East Jeffreytown, LA 27216",New Peterview,VI,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Reseller,Organic,Cancelled,2023-12-19,Express,WH-002,,0.67,
860586,2024-07-19,3,"$1,981.72","$4,756.13",0.2,Credit Card,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,ELEC,SKU-1334,479db523-b5c7-4395-b292-003b523a8cd3,Hernandez-Randolph,pvelez@example.net,550-461-8502x204,"46692 Bird Loop Apt. 097
Port Brandon, ND 18517",South Janetfort,UT,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Reseller,Cold Call,Cancelled,2024-07-22,Express,WH-009,,0.63,
ORD-26284,2022-12-09,1,$543.83,$462.26,0.15,Bank Transfer,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Software,SKU-1334,f88cffec-9d76-408c-b27b-ecc8c52dba49,Deleon LLC,walshpaul@example.org,767-639-5660,"USS Rose
FPO AA 90534",Simmonsstad,MA,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Partner,Referral,Shipped,2022-12-23,Standard,WH-009,,0.73,
ORD-15818,2024-03-09,4,"$1,242.62","$4,970.48",0.0,PayPal,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Furniture,SKU-1038,,"Harrell, Perez and Lozano",mary13@example.org,001-917-833-7058x929,"130 Sheppard Bridge
Muellermouth, FM 51963",North Elizabeth,ID,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Partner,Web,Shipped,2024-03-10,Overnight,WH-006,Necessary style final.,0.7,
801137,2024-11-29,1,"$2,039.11","$2,039.11",0.0,Credit Card,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,electronics,SKU-1334,68aa6068-dd19-4924-bf31-79cb41cb6a27,Carroll Group,sarahwiley@example.net,992.387.5465x0925,"906 Harmon Burg
North Wesleyhaven, MI 33281",Nelsonstad,NE,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Direct,Referral,Shipped,2024-12-04,Express,WH-009,,0.66,
ORD-10624,2024-03-24,2,"$1,135.06","$2,043.11",0.1,Bank Transfer,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Office Supplies,SKU-6995,e36c273e-0c1f-4b61-a474-513ad87f63f5,Haynes-Hines,gerald06@example.com,451.822.8730x6688,"627 Michael Lakes Apt. 395
East Saramouth, FL 88244",New Paulfort,FL,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,NA,Direct,Cold Call,Cancelled,2024-04-05,Standard,WH-005,,0.65,
ORD-72698,2024-04-05,2,$817.31,"$1,634.62",0.0,Credit Card,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,electronics,SKU-4953,511f725b-4090-4e27-8b3c-539d8285eba0,"Kaufman, Goodman and Williams",heatherjohnston@example.com,278-611-1355,"Unit 9265 Box 3014
DPO AA 48390",Meganhaven,LA,USA,,,N. America,Online,Organic,Returned,2024-04-15,Express,WH-003,,0.57,
858587,2023-09-08,3,$875.75,"$2,495.89",0.05,PayPal,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,electronics,SKU-1038,,"Jones, Sanchez and Sutton",jamiemoran@example.com,001-465-848-1465x21245,"9793 Darrell Skyway Suite 883
East Wanda, AK 30907",East Nicolechester,NC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Partner,Trade Show,Shipped,2023-09-10,Standard,WH-003,,0.64,
885818,2024-04-13,2,$589.57,"$1,179.14",0.0,Credit Card,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,ELEC,SKU-3909,689bb787-a9ae-4a1c-ae1c-3c3c26136485,King Group,david04@example.com,+1-748-974-2785x55312,"5664 Jennifer Forge
Sotoside, TN 54826",North Christina,MN,USA,,,Asia-Pacific,Online,Web,Pending,2024-04-23,Overnight,WH-001,,0.73,
ORD-94229,2023-01-24,2,$542.23,"$1,084.46",0.0,PayPal,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,Software,SKU-4544,74966f63-a86d-45e4-978f-3783e6f9025f,Jacobs-Rodriguez,charper@example.org,260-502-2398,"812 Tucker Mountains
South Williamfort, CA 60713",Wiseshire,ID,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,EMEA,Reseller,Trade Show,Pending,2023-02-02,Express,WH-005,,0.62,
869624,2023-11-20,3,"$2,102.56","$6,307.68",0.0,PayPal,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,Office Supplies,SKU-4544,1b0c6118-5b42-424b-b284-76e1d0b6ff8c,Fowler Ltd,joannmack@example.com,449.206.5343,"61054 Ward Isle
Sharonborough, NJ 55385",Port Evan,VI,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Partner,Cold Call,Returned,2023-11-29,Express,WH-007,,0.74,
861792,2023-09-21,1,$53.22,$53.22,0.0,Bank Transfer,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Electronics,SKU-3909,50a9a270-3eba-4a43-b0f0-c43746aacdb9,"Andrade, Collins and Mills",robertturner@example.org,001-970-744-8362,"USNV Miller
FPO AE 64706",Port Joshua,VT,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Partner,Organic,Pending,2023-09-27,Express,WH-004,,0.62,
ORD-31310,2023-05-22,1,"$1,737.82","$1,737.82",0.0,Credit Card,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,electronics,SKU-4544,e36c273e-0c1f-4b61-a474-513ad87f63f5,Haynes-Hines,gerald06@example.com,451.822.8730x6688,"598 Tanya Extensions Apt. 154
South Shawn, KY 08660",Lake Glen,WV,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Partner,Cold Call,Cancelled,2023-05-27,Standard,WH-010,,0.59,
ORD-48701,2024-01-22,4,$682.09,"$2,319.11",0.15,Bank Transfer,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,Software,SKU-4544,db58f9ff-3441-47a4-9f14-e93ca806acb7,"Ray, Brennan and Herrera",martinjeffrey@example.net,+1-417-713-7622,"958 Benson Common Apt. 925
Jacquelineton, NY 70367",Kevinstad,MD,USA,,,Asia-Pacific,Online,Trade Show,Pending,2024-01-25,Express,WH-003,,0.57,
821501,2024-03-27,1,"$2,190.25","$1,971.23",0.1,PayPal,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Electronics,SKU-6995,d3505d31-8309-4681-8495-0b3bdc787773,Hart-Bennett,scooper@example.com,+1-342-339-5867,"09330 Marie Expressway Apt. 757
Port Crystalchester, LA 10039",North Jesse,CA,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,EMEA,Reseller,Web,Pending,2024-04-10,Standard,WH-003,Sport against radio hope check.,0.7,
ORD-89193,2024-05-08,1,$454.43,$454.43,0.0,Credit Card,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,Electronics,SKU-8122,34f2c191-55f0-4712-98a9-5df7482628dd,Davis-Anthony,reneelogan@example.net,001-863-782-1068,"449 Sherry Canyon
Derekville, SC 15318",Samanthashire,VT,USA,,,EMEA,Online,Trade Show,Cancelled,2024-05-12,Express,WH-010,,0.67,
ORD-88022,2024-01-21,1,$719.72,$683.73,0.05,Crypto,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,office_supplies,SKU-2270,6d4d2488-3d85-48a7-a187-471774ec5821,Mitchell LLC,deannaellis@example.net,660.830.3930x3329,"562 Jackson Valley Suite 945
Milesland, KY 63184",New Yvettefurt,SC,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,Asia-Pacific,Direct,Cold Call,Returned,2024-01-27,Express,WH-002,,0.61,
ORD-84150,2025-07-24,One,"$1,445.37","$3,685.69",0.15,Credit Card,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,Office Supplies,SKU-4953,bb44eb31-3ce9-45f4-bd7d-354b12a57f8f,Walsh Ltd,hmann@example.net,001-696-537-4391,"51826 Felicia Mountains
South Mark, MS 11625",Hooverview,NE,USA,,,N. America,Online,Cold Call,Shipped,2025-07-29,Overnight,WH-004,,0.65,
849729,2024-12-18,1,"$1,176.09",$999.68,0.15,Crypto,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,Software,SKU-8122,de68ee36-5775-45be-8b8a-7bb3522d56ea,"Jones, Rodgers and Martinez",kristinvance@example.net,001-415-567-8683x185,"2859 Jarvis Ports
Cindyside, VI 23157",West Jasonberg,OR,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,APAC,Direct,Cold Call,Shipped,2024-12-22,Express,WH-006,,0.68,
892078,2025-07-11,3,$302.04,$860.81,0.05,PayPal,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,ELEC,SKU-8122,191669a5-13a2-420d-9a82-ab74f18cf5cf,Hebert Group,baldwinjose@example.org,4899893423,"258 Hicks Hill Suite 828
Mariachester, IN 03064",East Charles,AR,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,"Europe, Middle East, Africa",Direct,Web,Shipped,2025-07-24,Overnight,WH-003,,0.64,
ORD-93010,2024-09-21,1,$915.45,$869.68,0.05,Crypto,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Office Supplies,SKU-3909,50a9a270-3eba-4a43-b0f0-c43746aacdb9,"Andrade, Collins and Mills",robertturner@example.org,001-970-744-8362,"16467 Vaughan Roads Apt. 400
East Charlesville, WA 43119",Rangelfort,GU,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Direct,Referral,Cancelled,2024-09-23,Overnight,WH-006,,0.72,
875165,2024-12-27,3,$904.56,"$2,306.63",0.15,PayPal,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,Software,SKU-4953,9f1bc98d-549f-49a8-bccc-17649a665171,Hayden Inc,kmorris@example.org,(956)290-3084x4963,"PSC 0658, Box 6615
APO AA 51786",Port Amanda,PW,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,NA,Reseller,Cold Call,Cancelled,2025-01-01,Overnight,WH-009,,0.65,
877165,2023-12-28,3,"$1,927.79","$5,783.37",0.0,Crypto,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,ELEC,SKU-1038,08e77ec5-91d4-4059-ac8c-a3a22d1126e7,"Aguilar, Arnold and Dickson",shieldsdebra@example.org,+1-825-575-0879x553,"97161 Jermaine Views Suite 614
Rodrigueztown, OH 74170",Michaelmouth,ID,USA,,,EMEA,Online,Trade Show,Shipped,2024-01-02,Express,WH-003,,0.75,
899920,2024-07-12,1,"$2,311.13","$2,311.13",0.0,Credit Card,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,office_supplies,SKU-2270,db58f9ff-3441-47a4-9f14-e93ca806acb7,"Ray, Brennan and Herrera",martinjeffrey@example.net,+1-417-713-7622,"015 Taylor Wells
Denisemouth, CA 95138",Collinsmouth,NJ,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Direct,Cold Call,Shipped,2024-07-23,Express,WH-003,,0.66,
829575,2023-08-24,2,"$1,307.39","$2,484.04",0.05,Bank Transfer,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,ELEC,SKU-4544,1d7fba68-f617-4f92-b241-5e447e78794b,Kline-Brewer,michelle12@example.org,(623)884-2744x54588,"763 Torres Fields Suite 084
Port Larryhaven, WI 16833",Smithton,NM,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Reseller,Web,Pending,2023-09-06,Standard,WH-005,,0.56,
ORD-75104,2023-05-05,2,"$1,151.08","$1,824.19",0.15,Credit Card,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,Office Supplies,SKU-4544,44e2a9d9-5ad5-438a-bc9b-22c637c562a9,Wheeler-Phillips,deborah80@example.org,(663)246-8521x5925,"38989 Campbell Neck
Anneport, NJ 99206",Port Theresatown,LA,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,Asia-Pacific,Partner,Web,Shipped,2023-05-11,Express,WH-008,Response whether little edge.,0.71,
811087,2025-03-10,1,$644.79,$644.79,0.0,Bank Transfer,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Software,SKU-3909,f88cffec-9d76-408c-b27b-ecc8c52dba49,Deleon LLC,walshpaul@example.org,767-639-5660,"423 Perkins Village
North Brandontown, NC 47621",Port Frank,SC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,North America,Partner,Referral,Returned,2025-03-07,Standard,WH-002,,0.66,
ORD-63646,2023-06-03,1,"$2,379.48","$2,141.53",0.1,PayPal,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,electronics,SKU-8122,d3505d31-8309-4681-8495-0b3bdc787773,Hart-Bennett,scooper@example.com,+1-342-339-5867,"8945 William Freeway Suite 448
South Crystalmouth, ND 66433",Scotttown,CT,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,Asia-Pacific,Partner,Cold Call,Shipped,2023-06-14,Overnight,WH-001,Never doctor information chance board today material bed.,0.55,
870328,2024-12-28,1,"$2,401.66","$2,281.58",0.05,Credit Card,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,ELEC,SKU-6995,5c339df5-481f-437d-8a5b-93215e68fe61,Mclean-Logan,davidsalinas@example.com,(400)716-7524,"7667 Angela Drive Suite 745
North Erinside, WA 38857",Port Cindymouth,MD,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,Asia-Pacific,Partner,Cold Call,Shipped,2025-01-05,Standard,WH-010,Anything yeah care body strategy nothing avoid.,0.65,
844861,2024-09-19,1,"$2,399.72","$2,399.72",0.0,Bank Transfer,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Office Supplies,SKU-6995,e36c273e-0c1f-4b61-a474-513ad87f63f5,Haynes-Hines,gerald06@example.com,451.822.8730x6688,"9902 Jordan Corner Apt. 942
South Anna, OK 21762",Debbieland,CA,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,APAC,Direct,Web,Pending,2024-09-26,Standard,WH-006,,0.72,
ORD-58850,2024-01-04,4,"$1,329.47","$5,317.88",0.0,Crypto,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,ELEC,SKU-9010,db58f9ff-3441-47a4-9f14-e93ca806acb7,"Ray, Brennan and Herrera",martinjeffrey@example.net,+1-417-713-7622,"5336 Toni Branch Apt. 413
North Joshuastad, MO 14757",Thomasborough,MP,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Partner,Web,Cancelled,2024-01-14,Standard,WH-001,,0.73,
ORD-85353,2025-03-20,4,"$1,033.75","$3,928.25",0.05,Bank Transfer,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Software,SKU-1334,689bb787-a9ae-4a1c-ae1c-3c3c26136485,King Group,david04@example.com,+1-748-974-2785x55312,"705 Bennett Highway Apt. 565
West Brenda, TN 20300",Amyland,AL,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,EMEA,Reseller,Trade Show,Pending,2025-03-23,Overnight,WH-010,,0.62,
ORD-90275,2024-11-24,N/A,$267.76,$481.97,0.1,Bank Transfer,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,office_supplies,SKU-4544,7d59373b-74ad-4210-9fb7-d7c0cd60ad84,Dixon Group,davidbaker@example.org,001-547-658-1212x08924,"3512 Timothy Oval Suite 648
Chadchester, UT 34981",Timothytown,IN,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,APAC,Partner,Trade Show,Pending,2024-12-08,Express,WH-002,,0.64,
820414,2024-03-03,2,"$2,421.86","$4,843.72",0.0,Crypto,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,Office Supplies,SKU-5993,09de6c9a-215e-4228-bcf3-bf1143c92a58,"Osborn, Kennedy and Nelson",joshuamedina@example.net,+1-275-986-0098x874,"57427 Gardner Curve Apt. 206
Port Johnberg, LA 32300",Benjaminburgh,MD,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Reseller,Web,Shipped,2024-03-16,Standard,WH-007,,0.74,
895651,2023-11-18,1,"$2,252.32","$2,252.32",,PayPal,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,Furniture,SKU-9010,689bb787-a9ae-4a1c-ae1c-3c3c26136485,King Group,david04@example.com,+1-748-974-2785x55312,"5450 Kari Fork
North Ashley, NC 01257",West Connieberg,MO,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Direct,Trade Show,Pending,2023-11-21,Overnight,WH-007,,0.59,
ORD-37410,2023-11-02,3,$383.08,"$1,034.32",0.1,PayPal,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,ELEC,SKU-8122,83c6fc39-ba02-4d92-afd2-8d5669c10863,Odom-Woods,thomas41@example.org,001-938-674-4544x1226,"3948 William Squares
Port Kimberly, WV 09683",Jacobsonton,RI,USA,,,"Europe, Middle East, Africa",Online,Cold Call,Shipped,2023-11-12,Standard,WH-001,,0.6,
815977,2022-10-25,2,$939.97,"$1,785.94",0.05,Bank Transfer,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,Electronics,SKU-5993,44e2a9d9-5ad5-438a-bc9b-22c637c562a9,Wheeler-Phillips,deborah80@example.org,(663)246-8521x5925,"3464 Smith Track
Port Wendyton, NE 68815",Ruizstad,VT,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,APAC,Reseller,Referral,Returned,2022-10-27,Express,WH-001,,0.74,
837978,2023-06-12,1,$892.71,$714.17,0.2,Crypto,9338c8f2-dcd0-47c2-8b6c-c94dcb0bc7f8,Visualize Killer Deliverables,office_supplies,SKU-5993,68aa6068-dd19-4924-bf31-79cb41cb6a27,Carroll Group,sarahwiley@example.net,992.387.5465x0925,"9254 Moore Port Apt. 600
North Pamelaburgh, NC 89825",Walkerfurt,ID,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Partner,Web,Returned,2023-06-24,Express,WH-001,,0.71,
849978,2023-10-07,1,"$2,219.55","$2,219.55",0.0,Crypto,de72bb0f-6763-41cd-bb8a-7a24b3b9a531,Expedite Distributed Relationships,ELEC,SKU-4544,34f2c191-55f0-4712-98a9-5df7482628dd,Davis-Anthony,reneelogan@example.net,001-863-782-1068,"902 Susan Hollow Apt. 353
South Williammouth, NV 96519",Burtonport,HI,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Reseller,Organic,Shipped,2023-10-15,Overnight,WH-003,,0.64,
ORD-90887,2023-12-03,2,$550.34,$935.58,0.15,Credit Card,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,ELEC,SKU-1038,22e3a91d-367b-4f3a-a18d-f38fd298a089,Wilkerson Group,peterseric@example.org,838.640.0321x5202,"72366 Maxwell Viaduct Apt. 901
Middletonville, GU 48384",West Robert,PW,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Reseller,Organic,Shipped,2023-12-16,Express,WH-003,View station style official risk choice speak.,0.58,
ORD-49608,2025-06-18,2,$19.29,$30.86,0.2,PayPal,a561200a-f638-4e09-a216-1873df420b66,Incentivize Dynamic Channels,Office Supplies,SKU-1038,ca8650d6-84bd-4be1-8950-0258347dfbad,Vargas PLC,aboone@example.net,(206)774-1057,"21525 Jonathan Drive
Laurenmouth, DE 09301",Davisfurt,MP,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,N. America,Partner,Referral,Shipped,2025-06-21,Standard,WH-010,,0.72,
ORD-84392,2025-07-03,1,"$1,206.76","$1,086.08",0.1,Crypto,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,Electronics,SKU-3909,aabdd7c2-80d8-483f-a13c-39c4bf869e0c,Gray LLC,ana19@example.net,+1-481-342-6591x454,"81694 Graham Summit Apt. 850
Lisabury, NE 94767",Dylantown,PR,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Direct,Referral,Shipped,2025-07-15,Express,WH-009,,0.74,
861096,2025-08-07,1,"$1,085.96","$1,085.96",,Crypto,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Office Supplies,SKU-6995,042b48b1-0f52-45a0-98d4-88be09870e58,"Harrell, Perez and Lozano",mary13@example.org,001-917-833-7058x929,"739 Lawson Grove
Catherineburgh, HI 91419",West Brandonburgh,OK,USA,,,EMEA,Online,Web,Shipped,2025-08-10,Express,WH-004,,0.72,
881483,2022-10-25,3,"$2,180.71","$6,542.13",0.0,Credit Card,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,Software,SKU-4953,64eb04ce-49fc-45a9-bd07-bc5998044ea4,"Bradley, Torres and Ellis",caitlynbeasley@example.com,001-558-210-1283,"476 Miller Lodge
New Shelby, IN 45294",Dawsonton,WI,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,North America,Direct,Web,Pending,2022-11-04,Express,WH-010,,0.68,
811769,2023-07-18,1,$768.22,$768.22,0.0,Crypto,ccecaaa8-083e-4dcc-877e-745587a9aa05,Re-Intermediate Proactive Communities,Software,SKU-4953,3336d74b-502c-44c8-8c85-0a85ce1cdee9,Romero-Chambers,klong@example.net,001-896-561-3541x809,"4965 Mary Parkway Suite 986
Olsonmouth, PR 61040",Greenmouth,MN,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,NA,Partner,Cold Call,Cancelled,2023-07-22,Overnight,WH-009,,0.62,
ORD-12040,2023-01-18,1,"$1,372.84","$1,304.20",0.05,PayPal,ad305847-e2ad-42e9-b5d8-2d748588b0d9,Iterate Front-End Web Services,Software,SKU-1334,ea7bed78-40ff-45ae-b72d-47e3d5ee2dfe,Hensley LLC,amberbenjamin@example.net,001-820-821-3595x78116,"224 White Center Suite 316
Clairefurt, LA 76605",Laurieville,IL,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,NA,Partner,Trade Show,Shipped,2023-01-26,Overnight,WH-005,,0.63,
819925,2023-11-24,1,"$1,368.03","$1,368.03",0.0,PayPal,934cf22c-9564-4318-a081-33ada53a7c32,Productize Collaborative E-Markets,Software,SKU-2270,08e77ec5-91d4-4059-ac8c-a3a22d1126e7,"Aguilar, Arnold and Dickson",shieldsdebra@example.org,+1-825-575-0879x553,"674 Christopher Spurs Apt. 604
Hannahborough, IL 40556",Port Juliemouth,SC,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,"Europe, Middle East, Africa",Direct,Web,Pending,2023-12-05,Overnight,WH-002,,0.69,
820637,2025-04-28,2,$544.55,"$1,034.64",0.05,Bank Transfer,20c87ff8-de4b-4b98-9381-3edd534da9ad,Extend End-To-End Synergies,office_supplies,SKU-3909,3336d74b-502c-44c8-8c85-0a85ce1cdee9,Romero-Chambers,klong@example.net,001-896-561-3541x809,"USCGC Vincent
FPO AA 50934",East Jeremyshire,NJ,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,"Europe, Middle East, Africa",Partner,Referral,Cancelled,2025-05-09,Standard,WH-007,,0.66,
828995,2023-12-07,4,"$2,051.40","$8,205.60",0.0,Bank Transfer,05149cf0-b995-4264-9fdf-a50a4c5e25c9,Empower Mission-Critical Users,Office Supplies,SKU-6995,34f2c191-55f0-4712-98a9-5df7482628dd,Davis-Anthony,reneelogan@example.net,001-863-782-1068,"47659 Kimberly Coves Apt. 449
Nicoleberg, DE 32778",West Matthewchester,MH,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,Asia-Pacific,Direct,Trade Show,Pending,2023-12-13,Overnight,WH-007,,0.72,
ORD-28220,2023-02-03,3,$902.84,"$2,708.52",0.0,Crypto,f13b0237-19f1-4ad8-bf92-e6c678ef480b,Integrate Synergistic Models,office_supplies,SKU-8122,64eb04ce-49fc-45a9-bd07-bc5998044ea4,"Bradley, Torres and Ellis",caitlynbeasley@example.com,001-558-210-1283,"6806 Romero Falls
South Zachary, SC 59739",Zacharyland,DE,USA,79e94da1-93dc-4b80-b990-8f0f74161f51,Kayla Hughes,EMEA,Reseller,Web,Cancelled,2023-02-06,Overnight,WH-005,,0.71,
ORD-80471,2024-10-11,2,"$1,816.90","$3,452.11",0.05,PayPal,168eb9e8-edac-4ad3-9a8d-778e2657da28,Evolve Granular Mindshare,ELEC,SKU-9010,5b677cd3-c871-4c10-9b82-77b0c3122995,Harding-Stanton,mary26@example.org,303.827.6810,"536 Tara Flat
New Elizabethshire, NY 20180",Wrightfurt,MD,USA,1b0493ed-cbda-4aa8-b9b6-c0b214069091,Robert Mcmahon,EMEA,Direct,Web,Shipped,2024-10-14,Express,WH-010,,0.74,
